entity_type,id,name,type,category,power,accuracy,pp,description,source_status,extra
move,maxguard,Max Guard,Normal,Status,,,12,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,confirmed,
move,maxhailstorm,Max Hailstorm,Ice,Physical,10,,12,This is an Ice-type attack Dynamax Pokémon use. The user summons a hailstorm lasting five turns.,confirmed,
move,maxknuckle,Max Knuckle,Fighting,Physical,10,,12,This is a Fighting-type attack Dynamax Pokémon use. This raises ally Pokémon’s Attack stats.,confirmed,
move,maxlightning,Max Lightning,Electric,Physical,10,,12,This is an Electric-type attack Dynamax Pokémon use. The user turns the ground into Electric Terrain for five turns.,confirmed,
move,maxmindstorm,Max Mindstorm,Psychic,Physical,10,,12,This is a Psychic-type attack Dynamax Pokémon use. The user turns the ground into Psychic Terrain for five turns.,confirmed,
move,maxooze,Max Ooze,Poison,Physical,10,,12,This is a Poison-type attack Dynamax Pokémon use. This raises ally Pokémon’s Sp. Atk stats.,confirmed,
move,maxovergrowth,Max Overgrowth,Grass,Physical,10,,12,This is a Grass-type attack Dynamax Pokémon use. The user turns the ground into Grassy Terrain for five turns.,confirmed,
move,maxphantasm,Max Phantasm,Ghost,Physical,10,,12,This is a Ghost-type attack Dynamax Pokémon use. This lowers the target’s Defense stat.,confirmed,
move,maxquake,Max Quake,Ground,Physical,10,,12,This is a Ground-type attack Dynamax Pokémon use. This raises ally Pokémon’s Sp. Def stats.,confirmed,
move,maxrockfall,Max Rockfall,Rock,Physical,10,,12,This is a Rock-type attack Dynamax Pokémon use. The user summons a sandstorm lasting five turns.,confirmed,
move,maxstarfall,Max Starfall,Fairy,Physical,10,,12,This is a Fairy-type attack Dynamax Pokémon use. The user turns the ground into Misty Terrain for five turns.,confirmed,
move,maxsteelspike,Max Steelspike,Steel,Physical,10,,12,This is a Steel-type attack Dynamax Pokémon use. This raises ally Pokémon’s Defense stats.,confirmed,
move,maxstrike,Max Strike,Normal,Physical,10,,12,This is a Normal-type attack Dynamax Pokémon use. This lowers the target’s Speed stat.,confirmed,
move,maxwyrmwind,Max Wyrmwind,Dragon,Physical,10,,12,This is a Dragon-type attack Dynamax Pokémon use. This lowers the target’s Attack stat.,confirmed,
move,mefirst,Me First,Normal,Status,,,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,meanlook,Mean Look,Normal,Status,,,8,"The user pins the target with a dark, arresting look. The target becomes unable to flee.",confirmed,
move,meditate,Meditate,Psychic,Status,,,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,megadrain,Mega Drain,Grass,Special,40,100,16,A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.,confirmed,
move,megakick,Mega Kick,Normal,Physical,120,75,8,The target is attacked by a kick launched with muscle-packed power.,confirmed,
move,megapunch,Mega Punch,Normal,Physical,80,85,20,The target is slugged by a punch thrown with muscle-packed power.,confirmed,
move,megahorn,Megahorn,Bug,Physical,120,85,12,"Using its tough and impressive horn, the user rams into the target with no letup.",confirmed,
move,memento,Memento,Dark,Status,,100,12,"The user faints. In return, the target's Attack and Sp. Atk stats are harshly lowered.",confirmed,
move,menacingmoonrazemaelstrom,Menacing Moonraze Maelstrom,Ghost,Special,200,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,metalburst,Metal Burst,Steel,Physical,,100,12,The user retaliates with much greater force against the opponent that last inflicted damage on it.,confirmed,
move,metalclaw,Metal Claw,Steel,Physical,50,95,20,The target is raked with steel claws. This may also boost the user's Attack stat.,confirmed,
move,metalsound,Metal Sound,Steel,Status,,85,20,A horrible sound like scraping metal harshly lowers the target's Sp. Def stat.,confirmed,
move,meteorassault,Meteor Assault,Fighting,Physical,150,100,8,"The user attacks wildly with its thick leek. The user can’t move on the next turn, because the force of this move makes it stagger.",confirmed,
move,meteorbeam,Meteor Beam,Rock,Special,120,90,12,"The user gathers energy from space and boosts its Sp. Atk stat on the first turn, then attacks on the next turn.",confirmed,
move,meteormash,Meteor Mash,Steel,Physical,90,90,12,The target is hit with a hard punch fired like a meteor. This may also boost the user’s Attack stat.,confirmed,
move,metronome,Metronome,Normal,Status,,,12,The user waggles a finger and stimulates its brain into randomly using nearly any move.,confirmed,
move,mightycleave,Mighty Cleave,Rock,Physical,95,100,8,The user wields the light that has accumulated atop its head to cleave the target. This move hits even if the target protects itself.,confirmed,
move,milkdrink,Milk Drink,Normal,Status,,,8,The user restores its own HP by up to half its max HP.,confirmed,
move,mimic,Mimic,Normal,Status,,,12,The user copies the move last used by the target. The copied move can be used until the user of Mimic leaves the battle.,confirmed,
move,mindblown,Mind Blown,Fire,Special,150,100,8,The user attacks everything around it by causing its own head to explode. This also damages the user.,confirmed,
move,mindreader,Mind Reader,Normal,Status,,,8,The user senses the target’s movements with its mind to ensure its next attack does not miss the target.,confirmed,
move,minimize,Minimize,Normal,Status,,,12,"The user compresses its body to make itself look smaller, which sharply boosts its evasiveness.",confirmed,
move,miracleeye,Miracle Eye,Psychic,Status,,,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,mirrorcoat,Mirror Coat,Psychic,Special,,100,20,"A retaliatory attack that counters any special move, inflicting double the damage taken.",confirmed,
move,mirrormove,Mirror Move,Flying,Status,,,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,mirrorshot,Mirror Shot,Steel,Special,65,85,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,mist,Mist,Ice,Status,,,20,The user cloaks itself and its allies in a white mist that prevents any of their stats from being lowered for five turns.,confirmed,
move,mistball,Mist Ball,Psychic,Special,95,100,8,A mist-like flurry of down envelops and damages the target. This may also lower the target's Sp. Atk stat.,confirmed,
move,mistyexplosion,Misty Explosion,Fairy,Special,100,100,8,The user attacks everything around it and faints upon using this move. This move's power is boosted on Misty Terrain.,confirmed,
move,mistyterrain,Misty Terrain,Fairy,Status,,,12,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.,confirmed,
move,moonblast,Moonblast,Fairy,Special,95,100,16,"Borrowing the power of the moon, the user attacks the target. Has a 10% chance of lowering the target's Sp. Atk stat by 1 stage.",confirmed,
move,moongeistbeam,Moongeist Beam,Ghost,Special,100,100,8,The user emits a sinister ray to attack the target. This move can be used on the target regardless of its Ability.,confirmed,
move,moonlight,Moonlight,Fairy,Status,,,8,The user restores its own HP. The amount of HP regained varies with the weather.,confirmed,
move,morningsun,Morning Sun,Normal,Status,,,8,The user restores its own HP. The amount of HP regained varies with the weather.,confirmed,
move,mortalspin,Mortal Spin,Poison,Physical,30,100,16,"The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also poisons opposing Pokémon.",confirmed,
move,mountaingale,Mountain Gale,Ice,Physical,120,85,12,The user hurls giant chunks of ice at the target to inflict damage. This may also make the target flinch.,confirmed,
move,mudbomb,Mud Bomb,Ground,Special,65,85,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,mudshot,Mud Shot,Ground,Special,55,95,16,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.,confirmed,
move,mudsport,Mud Sport,Ground,Status,,,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,mudslap,Mud-Slap,Ground,Special,20,100,12,The user hurls mud in the target's face to inflict damage and lower its accuracy.,confirmed,
move,muddywater,Muddy Water,Water,Special,90,85,12,The user attacks by shooting muddy water at opposing Pokémon. This may also lower their accuracy.,confirmed,
move,multiattack,Multi-Attack,Normal,Physical,120,100,12,"Cloaking itself in high energy, the user slams into the target. The memory held determines the move’s type.",confirmed,
move,mysticalfire,Mystical Fire,Fire,Special,75,100,12,"The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat.",confirmed,
move,mysticalpower,Mystical Power,Psychic,Special,70,90,12,The user attacks by emitting a mysterious power. This also boosts the user’s Sp. Atk stat.,confirmed,
move,nastyplot,Nasty Plot,Dark,Status,,,20,The user stimulates its brain by thinking bad thoughts. This sharply boosts the user's Sp. Atk stat.,confirmed,
move,naturalgift,Natural Gift,Normal,Physical,,100,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,naturepower,Nature Power,Normal,Status,,,20,This attack makes use of nature’s power. Its effects vary depending on the user’s environment.,confirmed,
move,naturesmadness,Nature’s Madness,Fairy,Special,,90,12,The user hits the target with the force of nature. It halves the target’s HP.,confirmed,
move,needlearm,Needle Arm,Grass,Physical,60,100,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,neverendingnightmarephysical,Never-Ending Nightmare,Ghost,Physical,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
